Date,UWND,VWND,WSPD,WDIR
2010-05-27,0.1,1.1,1.1,7.0
2010-05-28,,1.5,2.9,301.2
2010-05-29,,1.0,3.5,286.2
2010-05-30,,,2.0,250.0
2010-05-31,0.6,,0.7,105.6
2010-06-01,1.2,,1.4,121.1
2010-06-02,0.5,1.2,1.3,23.5
2010-06-03,2.6,2.1,3.4,50.5
2010-06-04,4.3,3.1,5.3,53.9
2010-06-05,5.2,3.2,6.1,58.5
2010-06-06,6.2,3.7,7.2,59.0
2010-06-07,5.5,4.9,7.3,48.2
2010-06-08,7.2,3.8,8.2,62.1
2010-06-09,5.8,5.0,7.7,49.7
2010-06-10,4.9,2.9,5.7,59.3
2010-06-11,2.1,1.1,2.4,61.7
2010-06-12,,,1.4,209.3
2010-06-13,,,0.8,253.3
2010-06-14,0.3,1.5,1.5,10.4
2010-06-15,0.0,2.8,2.8,0.7
2010-06-16,1.2,4.1,4.3,16.7
2010-06-17,0.5,4.5,4.5,6.0
2010-06-18,1.0,,1.0,98.3
2010-06-19,,,1.6,251.9
2010-06-20,,,1.6,221.7
2010-06-21,8.3,2.8,8.8,71.5
2010-06-22,6.3,5.0,8.0,51.7
2010-06-23,3.4,,3.7,113.8
2010-06-24,,,1.2,221.3
2010-06-25,3.0,,3.1,110.2
2010-06-26,3.3,3.3,4.7,44.4
2010-06-27,5.2,3.5,6.3,56.1
2010-06-28,4.3,4.8,6.4,42.5
2010-06-29,7.1,2.5,7.6,70.9
2010-06-30,8.7,2.9,9.2,71.4
2010-07-01,7.2,1.8,7.4,76.2
2010-07-02,8.4,1.0,8.5,83.3
2010-07-03,5.7,0.0,5.7,89.7
2010-07-04,1.1,,1.4,126.9
2010-07-05,,0.2,1.6,277.6
2010-07-06,,2.6,3.3,322.0
2010-07-07,,4.8,4.8,353.1
2010-07-08,,6.0,6.1,352.6
2010-07-09,,6.5,6.5,359.6
2010-07-10,0.7,4.1,4.2,9.7
2010-07-11,,2.1,3.3,309.1
2010-07-12,,,,
2010-07-13,1.1,,2.9,156.5
2010-07-14,6.5,,6.8,108.1
2010-07-15,7.3,1.3,7.4,79.8
2010-07-16,4.9,2.6,5.5,61.9
2010-07-17,7.1,1.1,7.2,81.2
2010-07-18,6.1,1.5,6.3,76.5
2010-07-19,4.5,2.6,5.2,60.0
2010-07-20,3.0,2.0,3.6,56.5
2010-07-21,1.2,1.3,1.8,42.5
2010-07-22,,4.4,4.6,342.2
2010-07-23,0.1,6.2,6.2,1.2
2010-07-24,1.0,4.9,5.0,11.5
2010-07-25,0.9,0.5,1.0,60.9
2010-07-26,2.6,0.9,2.8,70.4
2010-07-27,4.1,2.2,4.7,62.0
2010-07-28,5.1,2.2,5.6,66.5
2010-07-29,0.8,4.1,4.2,11.5
2010-07-30,0.1,2.1,2.1,3.2
2010-07-31,0.2,1.3,1.3,7.0
2010-08-01,0.7,2.5,2.6,15.9
2010-08-02,2.8,4.1,5.0,34.4
2010-08-03,3.0,3.8,4.8,39.1
2010-08-04,,3.0,3.1,346.2
2010-08-05,,3.1,3.1,353.7
2010-08-06,2.1,2.9,3.6,35.7
2010-08-07,4.8,1.0,4.9,78.0
2010-08-08,4.8,,4.8,92.3
2010-08-09,5.4,1.0,5.5,79.1
2010-08-10,5.4,4.4,7.0,50.6
2010-08-11,5.1,6.0,7.8,40.5
2010-08-12,7.3,5.5,9.1,53.1
2010-08-13,6.0,,9.5,39.1
2010-08-14,6.0,7.0,9.2,40.8
2010-08-15,4.3,5.4,6.9,39.0
2010-08-16,8.2,,8.6,106.3
2010-08-17,7.3,0.5,7.3,86.0
2010-08-18,8.3,0.0,8.3,90.2
2010-08-19,7.5,0.5,7.5,86.0
2010-08-20,5.8,4.6,7.4,51.2
2010-08-21,6.6,3.7,7.5,60.9
2010-08-22,7.2,2.5,7.7,70.9
2010-08-23,7.0,3.9,8.0,60.9
2010-08-24,6.5,6.0,8.8,47.0
2010-08-25,2.1,2.7,3.5,37.7
2010-08-26,1.4,1.1,1.8,52.0
2010-08-27,0.7,3.3,3.4,11.5
2010-08-28,0.4,4.7,4.7,4.9
2010-08-29,,2.4,2.8,330.9
2010-08-30,0.7,,1.6,154.3
2010-08-31,4.3,,4.9,117.2
2010-09-01,5.3,1.8,5.6,71.0
2010-09-02,3.5,5.5,6.6,32.6
2010-09-03,3.9,5.9,7.1,33.4
2010-09-04,5.3,5.6,7.7,43.5
2010-09-05,0.6,5.2,5.3,6.2
2010-09-06,2.2,1.3,2.6,58.9
2010-09-07,2.5,,2.8,114.1
2010-09-08,1.5,,1.7,117.2
2010-09-09,1.2,1.1,1.7,47.7
2010-09-10,2.9,0.5,2.9,79.4
2010-09-11,2.7,,2.8,104.6
2010-09-12,1.6,1.3,2.1,50.6
2010-09-13,4.0,1.2,4.2,73.5
2010-09-14,5.1,2.0,5.5,68.4
2010-09-15,5.0,,5.1,98.8
2010-09-16,5.2,,5.3,96.2
2010-09-17,5.7,,6.6,120.2
2010-09-18,8.6,,8.6,95.4
2010-09-19,6.4,,6.4,91.1
2010-09-20,9.2,2.2,9.4,76.7
2010-09-21,6.1,1.5,6.3,76.5
2010-09-22,6.2,0.5,6.2,85.7
2010-09-23,6.4,3.3,7.2,63.1
2010-09-24,3.9,,4.5,119.8
2010-09-25,5.3,,5.6,110.4
2010-09-26,5.0,1.0,5.1,78.4
2010-09-27,4.4,1.4,4.6,72.2
2010-09-28,5.0,0.2,5.0,87.5
2010-09-29,7.7,0.3,7.7,87.5
2010-09-30,5.8,,5.9,99.2
2010-10-01,7.9,4.3,9.0,61.5
2010-10-02,6.3,2.3,6.7,70.2
2010-10-03,9.1,0.0,9.1,90.0
2010-10-04,9.6,2.2,9.8,77.1
2010-10-05,7.7,0.7,7.7,84.6
2010-10-06,5.3,,5.9,115.8
2010-10-07,2.3,,2.7,120.0
2010-10-08,1.9,0.7,2.0,69.1
2010-10-09,2.4,4.1,4.8,30.5
2010-10-10,3.8,4.8,6.1,38.5
2010-10-11,3.6,4.5,5.8,38.3
2010-10-12,3.9,2.6,4.7,56.5
2010-10-13,4.7,1.8,5.1,69.1
2010-10-14,5.8,,5.8,91.5
2010-10-15,5.1,,5.2,103.1
2010-10-16,4.3,,4.4,103.5
2010-10-17,4.6,0.0,4.6,90.0
2010-10-18,4.7,,4.7,97.4
2010-10-19,5.8,1.1,5.8,79.7
2010-10-20,7.2,,7.2,97.0
2010-10-21,7.2,,7.2,95.4
2010-10-22,8.4,,8.4,95.6
2010-10-23,7.0,,7.2,101.9
2010-10-24,6.9,,7.2,108.4
2010-10-25,6.3,,7.3,120.3
2010-10-26,5.0,,6.2,127.3
2010-10-27,5.7,,6.4,117.2
2010-10-28,6.1,1.3,6.3,78.3
2010-10-29,6.5,1.9,6.8,73.9
2010-10-30,5.2,1.2,5.3,76.6
2010-10-31,6.8,,6.8,94.2
2010-11-01,9.7,,9.8,96.8
2010-11-02,9.4,,9.5,100.7
2010-11-03,9.3,0.0,9.3,89.9
2010-11-04,8.7,3.9,9.6,65.7
2010-11-05,8.8,3.0,9.3,71.4
2010-11-06,5.8,2.9,6.5,64.1
2010-11-07,4.7,2.2,5.2,64.9
2010-11-08,3.1,,3.1,98.8
2010-11-09,4.0,0.6,4.1,81.8
2010-11-10,6.1,1.7,6.3,74.8
2010-11-11,6.6,3.7,7.5,60.9
2010-11-12,5.8,0.2,5.8,87.5
2010-11-13,4.7,2.6,5.4,60.9
2010-11-14,5.0,1.0,5.1,78.4
2010-11-15,6.4,,6.5,98.1
2010-11-16,6.8,,6.8,90.9
2010-11-17,5.8,,6.0,102.9
2010-11-18,6.0,0.7,6.0,83.7
2010-11-19,6.0,,6.0,93.2
2010-11-20,6.3,2.3,6.7,70.2
2010-11-21,8.4,1.6,8.6,79.6
2010-11-22,9.9,3.2,10.4,72.2
2010-11-23,6.6,3.5,7.5,62.3
2010-11-24,6.4,3.1,7.1,64.5
2010-11-25,8.5,,8.6,92.8
2010-11-26,10.4,,,103.6
2010-11-27,10.4,,,109.5
2010-11-28,7.3,,7.7,110.1
2010-11-29,6.7,,7.9,121.2
2010-11-30,4.6,0.4,4.6,85.0
2010-12-01,7.2,,7.2,95.4
2010-12-02,9.3,,9.3,92.4
2010-12-03,7.2,2.5,7.7,70.9
2010-12-04,6.3,1.5,6.5,76.9
2010-12-05,3.8,1.8,4.2,64.7
2010-12-06,2.2,1.3,2.6,58.9
2010-12-07,0.3,,0.8,159.1
2010-12-08,,,1.5,204.1
2010-12-09,,,1.3,187.0
2010-12-10,2.9,,3.0,103.5
2010-12-11,5.0,,5.0,94.3
2010-12-12,6.2,,6.2,94.8
2010-12-13,6.0,0.1,6.0,89.4
2010-12-14,5.6,0.0,5.6,89.5
2010-12-15,5.5,,5.6,102.0
2010-12-16,3.6,1.6,3.9,66.2
2010-12-17,2.3,,2.3,92.7
2010-12-18,1.1,0.1,1.1,87.5
2010-12-19,,3.8,3.9,345.6
2010-12-20,,2.9,2.9,357.5
2010-12-21,0.5,0.5,0.7,42.5
2010-12-22,,1.5,1.7,327.8
2010-12-23,1.7,2.7,3.2,32.2
2010-12-24,8.2,1.6,8.4,79.4
2010-12-25,7.2,,7.4,101.5
2010-12-26,7.5,1.5,7.6,78.5
2010-12-27,7.0,0.3,7.0,87.5
2010-12-28,4.8,,4.9,94.6
2010-12-29,5.0,,5.0,92.1
2010-12-30,6.3,0.7,6.4,83.9
2010-12-31,6.5,,7.3,116.9
2011-01-01,5.3,,5.7,112.3
2011-01-02,5.6,,5.6,93.6
2011-01-03,4.4,3.8,5.8,49.5
2011-01-04,4.8,3.4,5.9,54.9
2011-01-05,3.7,6.1,7.2,31.2
2011-01-06,2.3,6.9,7.2,18.4
2011-01-07,3.6,4.2,5.5,41.0
2011-01-08,2.4,4.9,5.5,25.9
2011-01-09,3.5,3.2,4.7,47.7
2011-01-10,4.9,2.2,5.4,65.7
2011-01-11,5.4,,5.4,93.8
2011-01-12,6.9,0.5,7.0,85.9
2011-01-13,5.5,,5.6,104.0
2011-01-14,1.6,,3.2,150.9
2011-01-15,1.5,,2.5,142.5
2011-01-16,3.3,,3.5,108.1
2011-01-17,2.8,,4.2,138.4
2011-01-18,0.8,,4.3,169.4
2011-01-19,0.5,,1.9,165.0
2011-01-20,,,4.6,192.8
2011-01-21,,,5.0,191.5
2011-01-22,,,0.6,204.1
2011-01-23,1.2,1.3,1.8,42.5
2011-01-24,0.6,1.7,1.8,18.1
2011-01-25,,2.1,2.2,340.8
2011-01-26,0.1,1.9,1.9,3.8
2011-01-27,1.6,2.1,2.6,36.2
2011-01-28,2.9,0.3,2.9,83.4
2011-01-29,2.1,,2.2,109.3
2011-01-30,0.5,2.7,2.8,10.5
2011-01-31,2.7,3.1,4.1,40.5
2011-02-01,8.8,,8.8,97.8
2011-02-02,5.8,,5.9,99.2
2011-02-03,7.7,4.3,8.8,60.9
2011-02-04,4.5,,4.6,102.8
2011-02-05,0.7,,0.8,105.9
2011-02-06,2.3,2.5,3.5,42.5
2011-02-07,3.3,,3.3,94.6
2011-02-08,2.5,0.5,2.5,78.0
2011-02-09,4.2,1.4,4.4,71.5
2011-02-10,5.0,3.2,6.0,57.5
2011-02-11,6.0,3.2,6.8,61.7
2011-02-12,4.6,3.8,6.0,50.6
2011-02-13,4.2,4.2,5.9,45.2
2011-02-14,2.5,3.7,4.5,33.3
2011-02-15,0.7,2.3,2.4,17.5
2011-02-16,0.1,1.5,1.5,5.6
2011-02-17,0.6,1.7,1.8,18.1
2011-02-18,1.9,2.3,3.0,39.8
2011-02-19,2.9,2.4,3.8,51.2
2011-02-20,2.6,0.9,2.8,70.4
2011-02-21,3.2,1.4,3.5,66.9
2011-02-22,3.0,0.8,3.1,76.2
2011-02-23,3.0,0.5,3.1,79.9
2011-02-24,3.0,2.0,3.6,56.5
2011-02-25,7.3,0.1,7.3,89.0
2011-02-26,6.6,,6.7,99.5
2011-02-27,3.5,,3.7,109.9
2011-02-28,2.9,,3.0,107.2
2011-03-01,2.8,1.4,3.1,64.3
2011-03-02,0.2,0.7,0.8,15.9
2011-03-03,0.0,0.7,0.7,357.5
2011-03-04,0.9,0.5,1.0,60.9
2011-03-05,1.9,0.3,1.9,81.2
2011-03-06,2.3,,2.4,107.5
2011-03-07,5.0,0.6,5.0,82.9
2011-03-08,7.1,0.9,7.2,82.7
2011-03-09,6.2,,6.2,93.0
2011-03-10,4.0,0.0,4.0,90.4
2011-03-11,3.2,1.0,3.4,73.5
2011-03-12,3.2,1.6,3.5,63.9
2011-03-13,3.9,,4.3,115.3
2011-03-14,2.1,,2.2,104.2
2011-03-15,1.5,0.1,1.5,87.5
2011-03-16,,1.6,2.1,320.6
2011-03-17,,2.1,2.2,340.8
2011-03-18,,2.2,2.7,325.0
2011-03-19,,2.3,2.3,347.2
2011-03-20,,0.9,1.0,343.5
2011-03-21,1.1,,1.3,118.5
2011-03-22,1.9,,2.3,121.2
2011-03-23,4.0,1.0,4.1,76.2
2011-03-24,6.5,1.9,6.8,73.9
2011-03-25,5.8,4.8,7.5,50.0
2011-03-26,6.2,4.2,7.5,55.5
2011-03-27,7.0,4.1,8.1,59.7
2011-03-28,7.1,5.3,8.8,53.5
2011-03-29,7.6,2.7,8.1,70.4
2011-03-30,7.7,0.1,7.7,89.0
2011-03-31,7.7,0.9,7.8,83.1
2011-04-01,7.5,0.5,7.5,86.0
2011-04-02,7.9,1.5,8.0,79.0
2011-04-03,8.0,,8.0,93.2
2011-04-04,5.1,,5.3,107.3
2011-04-05,2.7,,3.1,119.1
2011-04-06,1.1,,1.4,126.2
2011-04-07,0.7,,1.5,150.9
2011-04-08,1.1,,1.8,142.0
2011-04-09,2.0,1.5,2.5,52.5
2011-04-10,1.7,3.5,3.9,25.4
2011-04-11,1.7,3.7,4.1,24.1
2011-04-12,2.5,3.7,4.5,33.3
2011-04-13,3.1,,3.4,112.5
2011-04-14,5.5,,6.8,125.4
2011-04-15,4.7,,5.6,122.3
2011-04-16,4.3,2.0,4.8,65.2
2011-04-17,4.1,2.4,4.8,59.9
2011-04-18,3.1,2.8,4.2,48.4
2011-04-19,4.3,,4.3,98.3
2011-04-20,3.1,,3.1,98.8
2011-04-21,,,0.7,222.5
2011-04-22,,2.5,2.6,343.5
2011-04-23,0.6,1.9,2.0,15.9
2011-04-24,3.5,,3.7,109.9
2011-04-25,5.0,,5.1,96.6
2011-04-26,2.2,1.3,2.6,58.9
2011-04-27,3.0,2.0,3.6,56.5
2011-04-28,4.2,,4.3,92.9
2011-04-29,5.8,3.8,7.0,56.5
2011-04-30,4.5,3.0,5.4,56.2
2011-05-01,2.9,,3.0,107.2
2011-05-02,6.8,,7.2,106.9
2011-05-03,7.3,1.9,7.5,75.3
2011-05-04,8.0,2.1,8.3,75.1
2011-05-05,5.0,7.0,8.6,36.0
2011-05-06,3.7,6.5,7.5,29.5
2011-05-07,2.7,6.7,7.2,21.9
2011-05-08,1.7,6.1,6.3,15.9
2011-05-09,0.8,5.2,5.3,8.4
2011-05-10,,2.2,2.4,337.5
2011-05-11,,0.0,0.6,267.5
2011-05-12,0.5,,0.6,114.1
2011-05-13,1.5,,1.5,95.6
2011-05-14,3.1,,3.1,95.1
2011-05-15,0.7,,1.0,132.5
2011-05-16,,0.7,3.0,283.4
2011-05-17,,1.9,3.7,301.2
2011-05-18,,2.8,3.3,327.8
2011-05-19,,1.7,1.7,350.4
2011-05-20,,1.8,2.2,328.4
2011-05-21,,0.9,2.5,291.9
2011-05-22,,0.1,2.3,272.7
2011-05-23,,1.4,2.2,308.7
2011-05-24,,,,
2011-05-25,,,,
2011-05-26,1.2,0.1,1.2,85.8
2011-05-27,6.2,,6.5,107.4
2011-05-28,7.6,,7.6,97.4
2011-05-29,6.2,2.7,6.8,66.8
2011-05-30,1.5,4.3,4.5,19.2
2011-05-31,1.3,4.0,4.1,17.7
2011-06-01,1.3,2.6,3.0,26.5
2011-06-02,4.3,2.0,4.7,64.9
2011-06-03,6.3,,6.5,105.8
2011-06-04,6.1,,6.1,90.5
2011-06-05,6.0,1.8,6.3,73.1
2011-06-06,6.0,2.4,6.4,68.4
2011-06-07,4.6,3.2,5.5,55.3
2011-06-08,3.4,4.3,5.5,38.6
2011-06-09,1.2,3.6,3.8,17.8
2011-06-10,1.1,3.3,3.5,18.8
2011-06-11,,3.9,3.9,352.4
2011-06-12,,3.8,3.9,353.1
2011-06-13,,4.3,4.5,341.5
2011-06-14,,4.1,4.1,357.4
2011-06-15,0.1,3.0,3.0,2.6
2011-06-16,1.8,2.1,2.8,40.9
2011-06-17,1.1,0.6,1.2,63.0
2011-06-18,1.8,1.2,2.1,56.3
2011-06-19,1.0,2.3,2.5,23.1
2011-06-20,0.8,2.5,2.6,17.0
2011-06-21,2.0,5.3,5.7,20.4
2011-06-22,4.5,2.4,5.2,61.8
2011-06-23,3.8,2.2,4.3,60.0
2011-06-24,5.9,3.8,7.0,57.2
2011-06-25,8.0,2.2,8.3,74.4
2011-06-26,7.4,2.6,7.8,70.5
2011-06-27,9.4,2.8,9.8,73.3
2011-06-28,6.6,3.2,7.3,64.0
2011-06-29,4.2,2.5,4.9,60.1
2011-06-30,3.5,4.0,5.3,41.1
2011-07-01,4.3,1.4,4.6,72.0
2011-07-02,4.7,2.0,5.1,66.8
2011-07-03,2.3,0.5,2.4,78.3
2011-07-04,,2.0,2.8,315.8
2011-07-05,,1.9,2.8,312.6
2011-07-06,,1.8,2.6,314.7
2011-07-07,,3.2,4.1,320.5
2011-07-08,,3.0,3.1,345.4
2011-07-09,6.6,1.8,6.9,74.5
2011-07-10,8.4,3.2,9.0,69.0
2011-07-11,7.4,3.2,8.1,66.9
2011-07-12,6.5,4.6,8.0,55.1
2011-07-13,3.0,4.2,5.2,35.9
2011-07-14,3.6,3.0,4.6,50.3
2011-07-15,4.3,1.9,4.7,65.8
2011-07-16,,,1.7,259.7
2011-07-17,,,4.1,262.5
2011-07-18,,0.8,4.1,281.4
2011-07-19,,2.0,4.0,300.5
2011-07-20,,4.9,6.3,321.4
2011-07-21,,3.2,4.0,324.2
2011-07-22,,3.2,3.6,332.8
2011-07-23,,4.3,4.4,347.8
2011-07-24,,5.2,5.5,339.7
2011-07-25,0.0,4.1,4.1,359.6
2011-07-26,0.1,2.3,2.3,1.8
2011-07-27,1.7,1.7,2.4,45.8
2011-07-28,,5.2,5.5,340.0
2011-07-29,,4.2,4.7,333.0
2011-07-30,,3.7,4.4,327.9
2011-07-31,,2.8,4.2,311.5
2011-08-01,,4.6,5.1,335.0
2011-08-02,,2.6,2.8,342.2
2011-08-03,,4.2,5.6,318.5
2011-08-04,,1.7,4.0,295.5
2011-08-05,,2.6,4.0,309.7
2011-08-06,,2.6,3.2,324.6
2011-08-07,,4.2,4.3,348.3
2011-08-08,,4.0,4.8,328.6
2011-08-09,,3.0,3.9,318.8
2011-08-10,,3.0,3.8,322.0
2011-08-11,,2.0,2.6,320.3
2011-08-12,4.9,1.8,5.2,69.8
2011-08-13,3.2,2.1,3.8,56.2
2011-08-14,,3.1,3.2,350.6
2011-08-15,,1.4,1.5,347.6
2011-08-16,,3.3,4.8,313.4
2011-08-17,,3.7,5.6,311.9
2011-08-18,1.9,0.2,1.9,83.3
2011-08-19,,3.5,3.6,353.1
2011-08-20,,1.4,3.2,294.9
2011-08-21,,0.9,2.2,292.8
2011-08-22,,3.9,7.0,304.1
2011-08-23,,6.3,7.5,327.1
2011-08-24,,4.2,5.7,317.8
2011-08-25,,3.0,5.7,301.3
2011-08-26,,4.0,5.8,313.6
2011-08-27,,4.6,6.3,317.2
2011-08-28,0.0,4.5,4.5,0.2
2011-08-29,,3.3,4.4,318.8
2011-08-30,,4.2,5.7,317.1
2011-08-31,,3.8,5.7,311.6
2011-09-01,,3.4,4.4,320.4
2011-09-02,,3.6,5.4,311.2
2011-09-03,,2.7,6.6,294.4
2011-09-04,,3.5,6.5,302.5
2011-09-05,,4.1,6.6,307.9
2011-09-06,1.3,0.3,1.3,75.0
2011-09-07,,1.2,4.8,284.7
2011-09-08,,3.1,5.3,305.9
2011-09-09,1.9,2.2,3.0,41.0
2011-09-10,,2.9,4.5,309.9
2011-09-11,,4.5,5.3,328.6
2011-09-12,,5.2,5.5,341.1
2011-09-13,,5.0,5.1,346.8
2011-09-14,,2.9,4.1,315.1
2011-09-15,,3.9,5.3,316.3
2011-09-16,,2.2,3.5,308.3
2011-09-17,,1.7,2.2,322.7
2011-09-18,,3.3,3.7,331.6
2011-09-19,,3.4,5.2,311.0
2011-09-20,,2.8,3.2,332.8
2011-09-21,,1.9,2.9,311.1
2011-09-22,,4.2,5.5,320.4
2011-09-23,,3.1,5.5,304.1
2011-09-24,,3.0,4.8,308.0
2011-09-25,,2.6,3.6,317.3
2011-09-26,3.3,2.0,3.9,58.6
2011-09-27,3.0,3.7,4.8,39.0
2011-09-28,0.7,4.2,4.3,9.2
2011-09-29,,4.1,4.4,338.1
2011-09-30,,4.2,4.3,348.3
2011-10-01,,4.7,5.5,328.3
2011-10-02,,3.4,4.4,321.8
2011-10-03,1.9,3.7,4.2,26.7
2011-10-04,4.5,2.4,5.1,61.8
2011-10-05,0.4,0.1,0.4,70.9
2011-10-06,2.1,,2.8,131.3
2011-10-07,6.2,2.6,6.8,67.4
2011-10-08,3.6,4.0,5.4,41.5
2011-10-09,1.0,3.6,3.7,15.8
2011-10-10,1.2,4.1,4.3,16.1
2011-10-11,0.5,3.1,3.1,9.9
2011-10-12,,2.5,2.6,338.6
2011-10-13,,1.8,2.7,311.7
2011-10-14,,2.5,4.8,301.8
2011-10-15,,2.8,5.2,302.5
2011-10-16,,,1.9,249.4
2011-10-17,,1.2,1.8,315.3
2011-10-18,,,1.9,263.8
2011-10-19,,,2.2,245.1
2011-10-20,1.5,0.3,1.5,79.5
2011-10-21,2.1,3.3,3.9,33.4
2011-10-22,,2.4,2.5,347.6
2011-10-23,,,0.4,199.5
2011-10-24,,1.2,1.2,357.6
2011-10-25,0.6,0.5,0.8,52.0
2011-10-26,0.6,,1.9,163.5
2011-10-27,,0.3,0.7,294.4
2011-10-28,,0.9,1.6,303.4
2011-10-29,,,1.3,197.3
2011-10-30,1.4,,1.6,114.6
2011-10-31,2.8,,3.1,115.3
2011-11-01,8.1,,8.2,94.7
2011-11-02,6.8,,7.4,114.1
2011-11-03,5.6,0.3,5.6,86.5
2011-11-04,4.3,,4.3,100.6
2011-11-05,3.5,1.3,3.7,70.0
2011-11-06,2.7,2.8,3.9,44.6
2011-11-07,0.5,3.5,3.5,8.2
2011-11-08,,4.6,4.8,342.8
2011-11-09,,4.3,4.9,331.3
2011-11-10,,2.6,3.1,328.3
2011-11-11,1.3,,2.3,145.7
2011-11-12,0.3,0.0,0.3,94.5
2011-11-13,0.5,0.2,0.5,63.0
2011-11-14,,,1.2,245.1
2011-11-15,,0.9,1.1,330.9
2011-11-16,,,0.5,236.7
2011-11-17,2.7,,2.9,111.4
2011-11-18,2.8,,2.8,103.8
2011-11-19,0.6,0.7,0.9,42.8
2011-11-20,,1.5,1.5,356.0
2011-11-21,2.0,0.0,2.0,91.1
2011-11-22,1.9,2.1,2.9,43.1
2011-11-23,1.8,2.1,2.8,40.4
2011-11-24,,,2.4,216.3
2011-11-25,1.6,,2.8,143.3
2011-11-26,,,3.2,190.2
2011-11-27,,,3.0,195.7
2011-11-28,6.1,,7.8,128.8
2011-11-29,9.6,,9.7,94.6
2011-11-30,8.5,4.8,9.8,60.5
2011-12-01,6.4,3.4,7.3,62.5
2011-12-02,6.7,1.4,6.8,78.6
2011-12-03,5.7,1.9,6.0,71.2
2011-12-04,4.4,0.1,4.4,89.0
2011-12-05,3.2,,5.3,143.5
2011-12-06,1.2,,3.3,158.0
2011-12-07,,,1.6,196.5
2011-12-08,0.1,,1.2,175.6
2011-12-09,0.9,,3.4,165.1
2011-12-10,2.0,,2.6,129.6
2011-12-11,2.5,0.4,2.5,81.7
2011-12-12,2.1,2.6,3.3,38.7
2011-12-13,4.3,1.3,4.5,73.1
2011-12-14,4.0,1.0,4.1,75.7
2011-12-15,5.2,1.6,5.4,72.7
2011-12-16,5.6,2.5,6.2,66.2
2011-12-17,4.3,0.7,4.3,80.9
2011-12-18,4.1,2.0,4.5,63.8
2011-12-19,1.9,1.3,2.3,57.2
2011-12-20,4.3,,4.3,92.8
2011-12-21,2.1,2.0,3.0,46.2
2011-12-22,8.7,5.8,,56.1
2011-12-23,9.7,4.3,,66.0
2011-12-24,9.5,4.6,,64.0
2011-12-25,7.2,5.1,8.8,55.0
2011-12-26,8.6,5.0,10.0,59.9
2011-12-27,8.3,0.6,8.3,85.8
2011-12-28,5.1,,5.6,115.1
2011-12-29,3.3,,5.6,143.9
2011-12-30,2.0,,4.2,150.9
2011-12-31,3.2,,3.8,122.3
2012-01-01,2.9,,3.1,113.5
2012-01-02,3.7,,4.5,123.7
2012-01-03,3.1,,4.2,132.8
2012-01-04,0.1,0.8,0.8,5.0
2012-01-05,0.9,2.5,2.7,19.4
2012-01-06,3.0,2.9,4.1,45.8
2012-01-07,2.6,,3.9,137.7
2012-01-08,1.9,,5.2,158.3
2012-01-09,0.2,,4.4,177.8
2012-01-10,3.4,,3.5,103.4
2012-01-11,5.2,,5.7,113.6
2012-01-12,5.2,,6.8,131.2
2012-01-13,5.2,,6.3,124.3
2012-01-14,4.6,,5.5,123.2
2012-01-15,3.2,,4.7,137.7
2012-01-16,6.0,,6.2,103.4
2012-01-17,5.1,,5.3,104.8
2012-05-02,,2.4,2.5,343.3
2012-05-03,,2.2,2.2,352.4
2012-05-04,,2.4,2.6,339.1
2012-05-05,0.0,1.1,1.1,1.4
2012-05-06,1.6,1.2,2.0,52.5
2012-05-07,3.0,4.1,5.1,36.7
2012-05-08,1.7,4.5,4.8,20.6
2012-05-09,,2.5,2.6,347.9
2012-05-10,2.4,,2.6,113.6
2012-05-11,5.0,0.3,5.0,86.8
2012-05-12,1.7,2.1,2.7,38.8
2012-05-13,1.4,2.0,2.4,34.4
2012-05-14,,2.2,2.3,343.9
2012-05-15,,1.4,1.6,337.2
2012-05-16,0.9,1.4,1.7,32.3
2012-05-17,,1.9,2.0,346.8
2012-05-18,,1.9,2.1,334.9
2012-05-19,1.1,0.7,1.3,58.1
2012-05-20,3.2,2.0,3.7,58.3
2012-05-21,3.4,5.3,6.3,33.0
2012-05-22,1.1,3.2,3.3,18.8
2012-05-23,2.1,3.0,3.7,35.1
2012-05-24,1.1,3.8,3.9,15.8
2012-05-25,1.1,5.0,5.1,12.1
2012-05-26,4.1,4.8,6.3,40.8
2012-05-27,1.5,5.7,5.9,14.9
2012-05-28,3.7,4.8,6.1,37.8
2012-05-29,3.6,4.1,5.5,41.7
2012-05-30,5.8,2.9,6.5,63.2
2012-05-31,5.2,5.0,7.2,46.2
2012-06-01,3.2,4.8,5.8,33.8
2012-06-02,2.5,4.6,5.2,28.1
2012-06-03,3.4,5.9,6.8,29.8
2012-06-04,3.8,5.4,6.6,35.5
2012-06-05,4.3,6.0,7.3,35.7
2012-06-06,1.2,5.6,5.7,11.7
2012-06-07,4.2,2.7,5.0,57.4
2012-06-08,5.9,4.2,7.3,54.7
2012-06-09,3.1,6.2,6.9,26.8
2012-06-10,2.0,5.2,5.5,20.9
2012-06-11,1.0,5.4,5.5,10.5
2012-06-12,,4.8,4.8,357.1
2012-06-13,,3.4,3.5,352.8
2012-06-14,,2.6,4.0,310.5
2012-06-15,,1.1,2.4,296.7
2012-06-16,0.4,1.6,1.7,13.8
2012-06-17,1.1,3.5,3.7,16.5
2012-06-18,0.2,1.2,1.2,8.2
2012-06-19,2.5,2.2,3.4,48.0
2012-06-20,1.5,4.3,4.6,19.3
2012-06-21,,0.2,1.6,277.4
2012-06-22,,,0.4,244.1
